,equity
2026-04-29,82469.68621459867
2026-04-30,83927.17413131833
2026-05-01,84161.18389719464
2026-05-04,83511.12596112324
2026-05-05,84932.18357439063
2026-05-06,86109.98711894827
2026-05-07,85075.55406356782
2026-05-08,87328.27007275361
2026-05-11,88379.87918207445
2026-05-12,87538.64924855126
2026-05-13,88477.69518320152
2026-05-14,88418.40292076406
2026-05-15,87577.23214903296
2026-05-18,87109.589367712
2026-05-19,86633.18184842353
2026-05-20,87515.62973042866
2026-05-21,88134.61538983835
2026-05-22,89056.04948510535
2026-05-26,90257.05581083884
2026-05-27,90176.68285822723
2026-05-28,90649.50286503609
2026-05-29,90760.26866071613
2026-06-01,90642.27924230162
2026-06-02,92203.73239656303
2026-06-03,92290.0800612708
2026-06-04,92203.8284236085
2026-06-05,87793.40811736695
2026-06-08,88625.70652883961
2026-06-09,88451.3388775578
2026-06-10,87488.47100019283
2026-06-11,88869.39778357939
2026-06-12,89297.32479085986
2026-06-15,89285.84776404942
2026-06-16,88934.92060005615
2026-06-17,87867.93885290666
2026-06-18,87964.75478079237
2026-06-22,88590.33775383122
2026-06-23,87567.1303813059
2026-06-24,87805.29371373245
2026-06-25,89764.23791856751
2026-06-26,89753.12636978766
2026-06-29,90370.62576734772
2026-06-30,90022.7829700953
2026-07-01,89378.7729120509
2026-07-02,90097.04821426666
2026-07-06,89615.09760982326
2026-07-07,89553.35913472796
2026-07-08,88043.87206343921
2026-07-09,88094.82695640056
2026-07-10,87947.38957335937
2026-07-13,87901.89095453042
2026-07-14,86862.26739955392
2026-07-15,87369.56085600251
2026-07-16,88109.714367794
2026-07-17,87599.32002489679
2026-07-20,87055.81783688256
2026-07-21,87447.51735380456
2026-07-22,86948.08109730558
2026-07-23,87238.6037875263
2026-07-24,88098.50849927939
2026-07-27,88417.5884704166
2026-07-28,89100.82919646987
2026-07-29,88443.92834529674
2026-07-30,88159.17280075952
2026-07-31,87576.73213088205
2026-08-03,87746.50551747678
2026-08-04,88478.24054048434
2026-08-05,88222.73066716205
2026-08-06,88539.24308389383
2026-08-07,89031.0951987852
2026-08-10,89802.01658703243
2026-08-11,89544.24950144399
2026-08-12,89347.79703619005
2026-08-13,89964.21299947225
2026-08-14,89801.84276217269
2026-08-17,88799.05820641102
2026-08-18,89739.70356914817
2026-08-19,91162.3225715713
2026-08-20,90131.62670584646
2026-08-21,91228.55297846907
2026-08-24,91499.78197589747
2026-08-25,91642.78369299503
2026-08-26,90877.29706451118
2026-08-27,90898.78098501818
2026-08-28,91289.78178353178
2026-08-31,91338.22614501466
2026-09-01,90480.31391364927
2026-09-02,90984.70223766743
2026-09-03,91605.68985694498
2026-09-04,90307.38029544227
2026-09-08,89043.62052364695
