,equity
2026-02-19,114340.29765474114
2026-02-20,115352.09104131328
2026-02-23,113949.98049821082
2026-02-24,115173.97281153474
2026-02-25,116843.21440589249
2026-02-26,115433.56136359322
2026-02-27,115064.08479794221
2026-03-02,115215.65361305997
2026-03-03,113982.20432553328
2026-03-04,115719.66472907602
2026-03-05,115371.02856418764
2026-03-06,113635.45944141544
2026-03-09,115153.13241077212
2026-03-10,115155.03528866037
2026-03-11,115139.88070756047
2026-03-12,113163.69534695729
2026-03-13,112492.94923760588
2026-03-16,113754.83941068058
2026-03-17,114309.98849254132
2026-03-18,112716.53121068413
2026-03-19,112360.32935236351
2026-03-20,110283.724739605
2026-03-23,111549.66458816153
2026-03-24,110787.0162639728
2026-03-25,111515.51468871538
2026-03-26,108853.86951825065
2026-03-27,106727.21744894575
2026-03-30,105911.48189255319
2026-03-31,109496.98692052731
2026-04-01,110849.63043331905
2026-04-02,110976.72685854668
2026-04-06,111644.51399183128
2026-04-07,111661.59483517155
2026-04-08,114981.52377624724
2026-04-09,115759.3264914192
2026-04-10,115926.27042299008
2026-04-13,117125.25649877574
2026-04-14,119251.88518372852
2026-04-15,120921.34731343949
2026-04-16,121503.75361437483
2026-04-17,123093.52092151597
2026-04-20,122702.71649592505
2026-04-21,122236.04638789291
2026-04-22,124281.11197362405
2026-04-23,123581.07781878156
2026-04-24,125944.87668655459
2026-04-27,126011.2736075586
2026-04-28,124744.01073699942
2026-04-29,125506.64746407045
2026-04-30,126677.15767283826
2026-05-01,127893.21280472977
2026-05-04,127652.27146736949
2026-05-05,129308.43569551464
2026-05-06,131994.73899986962
2026-05-07,131837.2754268536
2026-05-08,134927.65786412987
2026-05-11,135318.46228972077
2026-05-12,134170.70695672158
2026-05-13,135587.85610974682
2026-05-14,136551.57507071714
2026-05-15,134491.32011253297
2026-05-18,133912.70816037312
2026-05-19,133087.48064830794
2026-05-20,135291.90108782562
2026-05-21,135549.91167140848
2026-05-22,136124.72927479286
2026-05-26,138541.63856900512
2026-05-27,138384.17499598913
2026-05-28,139550.90245309917
2026-05-29,140065.00895514223
2026-06-01,140905.42583966043
2026-06-02,141554.22906159982
2026-06-03,141184.31161535907
2026-06-04,140501.34670673913
2026-06-05,133757.13586812766
2026-06-08,135845.86669332968
2026-06-09,134282.64899096597
2026-06-10,131600.14003538652
